StudentID,Age,Gender,EducationLevel,City,AIToolUsed,DailyUsageHours,Purpose,ImpactonGrades,SatisfactionLevel
1093,19,Female,College,Surat,Gemini,1.3,Research,Slight Decline,Medium
1094,16,Male,School,Guwahati,Grammarly,3.6,Writing,Slight Decline,Medium
1095,22,Female,School,Lucknow,Copilot,0.8,Coding,No Change,Medium
1096,22,Female,University,Kochi,Notion AI,0.8,Writing,Improved,High
1097,16,Male,University,Bhopal,Claude,4.6,Research,Improved,High
1098,23,Female,University,Mumbai,Gemini,0.8,Writing,No Change,Medium
1099,22,Female,College,Ranchi,Grammarly,3.6,Coding,No Change,High
1100,22,Female,School,Bhopal,Notion AI,2.1,Research,Slight Decline,Low
1101,20,Male,University,Coimbatore,Perplexity,1.6,Research,Slight Decline,Low
1102,15,Male,University,Kolkata,Perplexity,3.9,Coding,Improved,Medium
1103,17,Male,College,Coimbatore,Gemini,2.3,Learning,No Change,Medium
1104,20,Female,College,Mumbai,Claude,3.2,Writing,Slight Decline,Low
1105,24,Female,School,Bengaluru,Claude,1.3,Learning,Improved,High
1106,15,Male,University,Ahmedabad,Notion AI,1.3,Research,Improved,Low
1107,20,Female,College,Kochi,Copilot,1.1,Coding,No Change,High
1108,24,Male,University,Guwahati,Claude,0.9,Coding,Slight Decline,High
1109,15,Female,College,Gurugram,ChatGPT,3.8,Homework,No Change,Medium
1110,20,Male,College,Patna,Gemini,5.0,Writing,Improved,Low
1111,15,Male,College,Bhubaneswar,Claude,5.3,Learning,Slight Decline,Low
1112,22,Female,University,Vijayawada,Notion AI,6.2,Writing,Improved,Low
1113,20,Male,School,Guwahati,Claude,1.5,Research,No Change,Medium
1114,25,Male,University,Mysuru,Notion AI,1.3,Research,Slight Decline,Medium
1115,17,Female,School,Thiruvananthapuram,Grammarly,3.3,Homework,Slight Decline,Low
1116,22,Female,School,Guwahati,Gemini,5.7,Homework,No Change,Low
1117,22,Male,School,Bhubaneswar,Copilot,5.1,Homework,Improved,Low
1118,22,Female,College,Bengaluru,Perplexity,3.8,Coding,Improved,Medium
1119,24,Female,School,Thiruvananthapuram,Claude,1.4,Homework,Slight Decline,High
1120,23,Male,College,Mumbai,Grammarly,2.8,Learning,No Change,High
1121,20,Male,School,Surat,Grammarly,4.8,Research,Improved,High
1122,19,Male,College,Vijayawada,Claude,2.7,Research,Improved,High
1123,17,Female,College,Gurugram,Perplexity,0.7,Coding,No Change,Low
1124,22,Male,School,Gurugram,Claude,4.0,Research,No Change,Medium
1125,16,Female,School,Jaipur,Gemini,4.8,Writing,Slight Decline,Medium
1126,20,Female,College,Mumbai,Gemini,4.8,Research,No Change,Low
1127,25,Female,School,Thiruvananthapuram,Claude,1.5,Homework,Slight Decline,Low
1128,16,Female,College,Ranchi,Copilot,2.5,Coding,No Change,High
1129,21,Male,College,Lucknow,Grammarly,3.0,Writing,Improved,High
1130,25,Female,University,Patna,Copilot,3.0,Homework,No Change,High
1131,24,Female,School,Surat,ChatGPT,1.2,Homework,Slight Decline,High
1132,18,Male,University,Coimbatore,ChatGPT,2.8,Research,Slight Decline,Medium
1133,15,Female,College,Coimbatore,Perplexity,3.5,Coding,Slight Decline,Medium
1134,25,Male,College,Chandigarh,Grammarly,4.8,Learning,Improved,Medium
1135,24,Male,College,Gurugram,ChatGPT,3.9,Learning,Improved,High
1136,19,Male,University,Vijayawada,Claude,2.9,Coding,No Change,High
1137,19,Male,College,Vijayawada,Gemini,6.1,Coding,Slight Decline,Medium
1138,21,Female,College,Kolkata,ChatGPT,4.1,Research,Improved,High
1139,20,Male,College,Kochi,ChatGPT,6.3,Coding,Improved,Medium
1140,22,Male,College,Bhubaneswar,Copilot,5.7,Research,No Change,Medium
1141,19,Male,University,Bengaluru,Gemini,4.5,Homework,No Change,Low
1142,25,Female,School,Gurugram,ChatGPT,5.9,Coding,Improved,Low
1143,21,Female,University,Jaipur,Gemini,6.4,Homework,Slight Decline,Medium
1144,21,Male,School,Nagpur,Copilot,1.8,Coding,No Change,High
1145,18,Male,College,Vijayawada,Grammarly,4.6,Homework,Slight Decline,Medium
1146,15,Female,School,Jaipur,ChatGPT,6.0,Research,Slight Decline,High
1147,16,Male,School,Mumbai,Claude,0.6,Homework,Improved,Low
1148,22,Female,School,Ahmedabad,Perplexity,5.3,Research,No Change,Low
1149,24,Female,University,Chennai,Perplexity,1.0,Coding,No Change,Medium
1150,22,Female,University,Bhopal,Perplexity,6.0,Coding,Slight Decline,High
1151,21,Male,University,Mysuru,Claude,4.2,Homework,Improved,Medium
1152,24,Female,University,Vijayawada,ChatGPT,1.5,Writing,Improved,Low
1153,15,Female,University,Pune,Grammarly,0.7,Coding,Slight Decline,Low
1154,24,Male,School,Guwahati,Notion AI,5.5,Coding,Improved,Medium
1155,16,Male,School,Bengaluru,Gemini,1.3,Learning,Slight Decline,High
1156,17,Female,University,Surat,Claude,6.1,Learning,Slight Decline,Medium
1157,15,Female,School,Ahmedabad,Notion AI,1.0,Writing,Slight Decline,Medium
1158,20,Female,School,Bhopal,ChatGPT,5.5,Research,Slight Decline,High
1159,24,Female,University,Kolkata,ChatGPT,3.0,Research,Slight Decline,Medium
1160,16,Male,School,Lucknow,Grammarly,5.7,Learning,Slight Decline,High
1161,20,Male,University,Jaipur,Claude,5.1,Writing,Slight Decline,Low
1162,21,Female,School,Kolkata,Perplexity,5.6,Coding,No Change,High
1163,25,Male,University,Chennai,Gemini,3.3,Learning,No Change,High
1164,18,Male,University,Bengaluru,Gemini,4.8,Homework,No Change,Low
1165,17,Female,University,Kanpur,Perplexity,2.4,Homework,No Change,High
1166,19,Female,School,Ahmedabad,ChatGPT,0.8,Homework,Improved,Medium
1167,16,Female,College,Bhopal,Grammarly,1.9,Writing,No Change,Low
1168,23,Male,School,Indore,Grammarly,0.5,Learning,Improved,High
1169,21,Male,University,Gurugram,ChatGPT,2.7,Homework,Slight Decline,Medium
1170,25,Female,College,Gurugram,Copilot,3.5,Writing,Slight Decline,High
1171,18,Female,College,Guwahati,Notion AI,0.6,Coding,No Change,Low
1172,15,Female,University,Kochi,ChatGPT,0.5,Homework,No Change,Medium
1173,18,Female,University,Hyderabad,Perplexity,4.6,Coding,No Change,Medium
1174,17,Male,College,Bhubaneswar,Grammarly,1.1,Learning,Slight Decline,High
1175,24,Male,School,Noida,Copilot,0.9,Research,No Change,Low
1176,25,Female,College,Ahmedabad,Perplexity,3.5,Research,Slight Decline,Low
1177,21,Male,University,Jaipur,Grammarly,4.8,Coding,No Change,High
1178,22,Male,University,Bhopal,Notion AI,6.4,Learning,Slight Decline,High
1179,23,Male,School,Ranchi,Perplexity,2.3,Writing,Slight Decline,Low
1180,15,Male,College,Vijayawada,Perplexity,1.2,Coding,Improved,High
1181,21,Female,School,Coimbatore,Copilot,0.9,Homework,Slight Decline,Medium
1182,23,Male,University,Chandigarh,ChatGPT,1.7,Writing,Slight Decline,High
1183,19,Male,University,Delhi,Grammarly,1.1,Homework,Slight Decline,Medium
1184,15,Female,School,Noida,Claude,0.5,Writing,No Change,Low
1185,16,Male,School,Kanpur,Perplexity,2.2,Writing,No Change,Low
1186,18,Male,University,Hyderabad,Grammarly,1.5,Research,No Change,High
1187,16,Female,University,Coimbatore,Gemini,0.6,Learning,Improved,High
1188,18,Male,School,Kochi,Copilot,2.6,Writing,No Change,Medium
1189,25,Female,University,Bhopal,Claude,5.5,Writing,Improved,Medium
1190,24,Male,College,Kanpur,Copilot,2.3,Writing,Slight Decline,Medium
1191,20,Female,University,Hyderabad,Copilot,4.8,Research,Slight Decline,High
1192,17,Male,University,Ahmedabad,Perplexity,4.9,Coding,Slight Decline,Medium
1193,19,Male,College,Delhi,Copilot,0.7,Writing,No Change,High
1194,16,Male,University,Lucknow,Notion AI,6.3,Learning,Improved,Medium
1195,24,Female,University,Ranchi,Copilot,1.3,Research,No Change,Low
1196,21,Female,College,Pune,ChatGPT,4.8,Writing,Slight Decline,Low
1197,23,Male,College,Noida,Copilot,2.8,Writing,No Change,High
1198,16,Male,School,Ranchi,Copilot,5.7,Research,Improved,Low
1199,18,Female,College,Patna,Gemini,6.5,Learning,Slight Decline,Low
1200,17,Male,University,Kanpur,Notion AI,1.7,Writing,No Change,Low
1201,20,Male,School,Noida,Claude,5.4,Coding,Slight Decline,High
1202,15,Female,University,Visakhapatnam,Claude,3.5,Writing,No Change,High
1203,18,Male,University,Jaipur,Gemini,6.3,Homework,No Change,High
1204,19,Female,University,Surat,Perplexity,4.4,Homework,No Change,High
1205,18,Male,College,Lucknow,Grammarly,4.1,Writing,Improved,Low
1206,16,Male,College,Guwahati,Notion AI,1.9,Homework,Slight Decline,Medium
1207,16,Female,University,Mumbai,ChatGPT,4.8,Learning,Slight Decline,Low
1208,19,Male,University,Delhi,Claude,2.2,Research,No Change,High
1209,18,Male,School,Indore,ChatGPT,5.6,Learning,Improved,Low
1210,20,Female,School,Ludhiana,Copilot,6.4,Homework,Improved,Medium
1211,20,Male,School,Surat,Copilot,0.5,Homework,Slight Decline,Medium
1212,25,Male,School,Chandigarh,Grammarly,6.2,Learning,No Change,Low
1213,21,Female,School,Surat,Copilot,2.7,Homework,No Change,Low
1214,25,Male,University,Bhopal,Claude,3.4,Writing,Improved,Low
1215,21,Male,College,Chandigarh,Grammarly,6.0,Learning,Slight Decline,Medium
1216,15,Female,School,Surat,Perplexity,5.2,Writing,Slight Decline,Low
1217,25,Female,University,Patna,Grammarly,2.0,Research,Improved,Medium
1218,21,Male,University,Kanpur,Grammarly,1.1,Writing,Improved,Medium
1219,15,Female,School,Vijayawada,Gemini,5.5,Research,Slight Decline,Low
1220,18,Male,School,Chandigarh,Grammarly,5.0,Research,Slight Decline,High
1221,17,Male,College,Lucknow,Copilot,5.7,Writing,Improved,High
1222,21,Female,School,Hyderabad,Perplexity,2.8,Learning,Slight Decline,Low
1223,22,Male,School,Chandigarh,Notion AI,3.5,Coding,Improved,Medium
1224,20,Female,School,Vijayawada,Copilot,3.3,Writing,Slight Decline,Medium
1225,15,Male,School,Jaipur,Gemini,2.4,Homework,Slight Decline,High
1226,23,Male,University,Delhi,Copilot,2.5,Learning,Improved,Low
1227,21,Female,University,Nagpur,Copilot,4.8,Research,No Change,Medium
1228,25,Female,College,Jaipur,Notion AI,5.0,Coding,No Change,Medium
1229,24,Female,School,Ludhiana,Gemini,5.7,Homework,Improved,High
1230,17,Male,University,Indore,Perplexity,5.6,Writing,No Change,High
1231,23,Male,College,Ahmedabad,Perplexity,5.0,Writing,Slight Decline,High
1232,22,Male,University,Mumbai,Notion AI,2.5,Coding,No Change,High
1233,20,Male,College,Chandigarh,ChatGPT,4.8,Research,No Change,High
1234,23,Male,University,Pune,ChatGPT,6.3,Coding,Slight Decline,Medium
1235,21,Male,School,Ludhiana,Perplexity,6.0,Coding,Slight Decline,Medium
1236,21,Female,School,Ludhiana,Perplexity,6.3,Coding,No Change,High
1237,25,Female,College,Chandigarh,Grammarly,0.7,Learning,Slight Decline,Medium
1238,15,Female,University,Nagpur,Claude,4.2,Writing,No Change,Medium
1239,15,Male,University,Nagpur,Copilot,1.8,Writing,Slight Decline,High
1240,21,Female,School,Lucknow,Grammarly,2.0,Research,No Change,High
1241,21,Male,University,Bhubaneswar,Copilot,5.6,Learning,Slight Decline,Low
1242,22,Female,School,Delhi,Claude,5.0,Writing,No Change,Low
1243,15,Male,University,Delhi,Copilot,2.5,Writing,No Change,Medium
1244,23,Female,College,Pune,ChatGPT,3.6,Homework,Improved,Medium
1245,21,Male,College,Kolkata,Notion AI,1.6,Coding,Slight Decline,High
1246,15,Male,College,Delhi,Copilot,0.5,Homework,Slight Decline,High
1247,25,Male,University,Jaipur,ChatGPT,5.9,Learning,Improved,High
1248,21,Female,College,Lucknow,Gemini,4.8,Coding,No Change,High
1249,17,Female,University,Bengaluru,Grammarly,3.7,Homework,Slight Decline,Medium
1250,18,Male,College,Chandigarh,Grammarly,0.8,Homework,Improved,Medium
1251,19,Male,University,Nagpur,Notion AI,3.0,Research,No Change,Low
1252,24,Female,University,Thiruvananthapuram,Gemini,2.8,Homework,Slight Decline,Medium
1253,19,Female,University,Bengaluru,Claude,1.5,Coding,No Change,Medium
1254,22,Male,University,Pune,Gemini,1.4,Homework,Improved,Medium
1255,18,Male,College,Vijayawada,Grammarly,1.5,Coding,Improved,High
1256,16,Male,School,Kochi,Grammarly,4.1,Homework,Improved,Medium
1257,15,Female,University,Indore,ChatGPT,1.2,Homework,No Change,Low
1258,18,Female,School,Mysuru,ChatGPT,1.9,Homework,Slight Decline,Low
1259,21,Male,School,Ahmedabad,Grammarly,6.2,Writing,Improved,High
1260,17,Female,University,Noida,Gemini,1.8,Research,No Change,Medium
1261,22,Male,University,Vijayawada,Grammarly,5.1,Research,No Change,High
1262,15,Female,College,Hyderabad,ChatGPT,4.1,Coding,Slight Decline,Medium
1263,19,Male,University,Patna,Grammarly,3.0,Homework,Slight Decline,Medium
1264,17,Female,University,Kanpur,Notion AI,4.1,Coding,Improved,Low
1265,25,Male,School,Ahmedabad,ChatGPT,1.3,Learning,Slight Decline,High
1266,24,Male,University,Bhopal,Perplexity,3.4,Research,Slight Decline,High
1267,20,Female,University,Vijayawada,Notion AI,6.3,Writing,Slight Decline,Medium
1268,15,Female,School,Mysuru,Copilot,3.1,Learning,No Change,High
1269,16,Female,College,Ahmedabad,Notion AI,2.0,Writing,Improved,High
1270,24,Female,University,Hyderabad,Copilot,6.1,Learning,Improved,High
1271,15,Male,College,Chennai,Notion AI,4.2,Research,No Change,High
1272,23,Female,School,Jaipur,Copilot,4.9,Homework,Improved,High
1273,22,Female,University,Bhubaneswar,Copilot,3.8,Coding,No Change,Low
1274,20,Female,School,Noida,Grammarly,0.6,Coding,Slight Decline,Low
1275,16,Female,College,Visakhapatnam,Notion AI,5.0,Homework,Slight Decline,High
1276,22,Female,School,Surat,Grammarly,6.4,Coding,Slight Decline,Low
1277,20,Male,College,Surat,Grammarly,4.8,Learning,Improved,Low
1278,15,Female,College,Mysuru,Gemini,5.4,Writing,No Change,Medium
1279,20,Female,School,Guwahati,Notion AI,5.6,Homework,No Change,High
1280,24,Male,University,Bengaluru,Notion AI,6.5,Homework,Slight Decline,High
1281,15,Male,University,Delhi,Notion AI,2.2,Learning,Slight Decline,Medium
1282,19,Female,University,Mysuru,Grammarly,3.2,Research,Slight Decline,High
1283,15,Female,University,Indore,Copilot,3.8,Research,Slight Decline,High
1284,24,Female,College,Chennai,Notion AI,1.4,Research,No Change,Low
1285,17,Female,College,Kochi,Grammarly,3.4,Research,Improved,Low
1286,17,Male,College,Surat,Perplexity,2.2,Writing,No Change,Medium
1287,16,Female,School,Guwahati,Notion AI,5.5,Coding,Improved,Low
1288,19,Male,College,Surat,Copilot,2.6,Research,No Change,High
1289,17,Male,University,Vijayawada,Perplexity,1.0,Research,No Change,Low
1290,22,Female,University,Mumbai,Claude,0.6,Homework,Slight Decline,High
1291,15,Male,University,Nagpur,Claude,5.7,Research,Improved,High
1292,24,Male,University,Vijayawada,Copilot,5.7,Learning,No Change,Medium
1293,23,Male,College,Kolkata,Claude,6.1,Homework,No Change,Low
1294,22,Male,School,Ludhiana,Grammarly,0.9,Coding,Improved,Low
1295,19,Male,School,Delhi,Gemini,2.9,Writing,No Change,Low
1296,23,Male,College,Pune,Claude,3.1,Coding,Slight Decline,High
1297,25,Female,University,Kanpur,Grammarly,5.7,Coding,Slight Decline,High
1298,17,Female,School,Bhubaneswar,Claude,2.1,Coding,No Change,Low
1299,21,Male,University,Patna,Copilot,2.3,Learning,Improved,Low
1300,17,Male,School,Vijayawada,Grammarly,4.9,Research,Improved,Low
1301,19,Female,College,Guwahati,Claude,1.6,Research,Improved,High
1302,25,Female,College,Patna,Gemini,4.3,Coding,No Change,High
1303,17,Male,College,Patna,Perplexity,5.0,Writing,Slight Decline,Medium
1304,24,Female,College,Chandigarh,Grammarly,1.6,Coding,Improved,Low
1305,18,Male,School,Indore,Copilot,1.8,Learning,Improved,Low
1306,19,Male,College,Hyderabad,Claude,4.7,Research,Improved,Medium
1307,15,Male,College,Bengaluru,Gemini,5.3,Coding,Slight Decline,Medium
1308,17,Female,School,Kolkata,Perplexity,6.2,Coding,Improved,Low
1309,16,Female,College,Vijayawada,Gemini,2.4,Homework,No Change,Medium
1310,16,Male,College,Kanpur,Perplexity,3.8,Homework,Improved,High
1311,20,Male,University,Ludhiana,Perplexity,1.4,Coding,Slight Decline,Medium
1312,20,Female,School,Nagpur,Gemini,3.1,Learning,Slight Decline,Medium
1313,20,Male,School,Bhopal,Gemini,2.1,Homework,Improved,High
1314,15,Male,College,Gurugram,ChatGPT,2.6,Coding,Slight Decline,Medium
1315,16,Male,University,Kochi,Perplexity,5.3,Writing,Slight Decline,High
1316,17,Female,College,Gurugram,Perplexity,5.3,Research,Improved,Medium
1317,22,Female,College,Patna,Notion AI,4.7,Learning,No Change,Medium
1318,19,Male,School,Surat,Gemini,1.2,Writing,Slight Decline,Medium
1319,16,Female,College,Pune,Grammarly,2.2,Coding,No Change,High
1320,22,Male,School,Noida,Gemini,6.1,Coding,No Change,Low
1321,19,Male,College,Bhopal,Claude,3.2,Homework,Slight Decline,Low
1322,23,Female,University,Chennai,Gemini,4.2,Research,No Change,High
1323,22,Female,School,Surat,Grammarly,0.6,Learning,Improved,Low
1324,24,Male,School,Gurugram,ChatGPT,3.6,Research,No Change,Medium
1325,16,Female,University,Delhi,Gemini,4.6,Homework,No Change,Low
1326,21,Male,University,Patna,Gemini,0.9,Coding,Improved,High
1327,18,Male,University,Delhi,ChatGPT,1.2,Research,No Change,Low
1328,16,Male,College,Bengaluru,Grammarly,2.7,Writing,No Change,Medium
1329,24,Male,School,Bhubaneswar,Claude,6.2,Coding,No Change,Low
1330,18,Male,School,Delhi,Claude,2.0,Homework,No Change,High
1331,16,Female,University,Mysuru,Copilot,0.6,Research,Improved,Low
1332,24,Female,School,Jaipur,Grammarly,5.4,Research,Slight Decline,High
1333,21,Male,University,Vijayawada,Gemini,5.6,Learning,Slight Decline,Medium
1334,16,Female,School,Kolkata,Copilot,3.7,Learning,Improved,Low
1335,16,Female,University,Kochi,Grammarly,5.9,Research,No Change,Low
1336,22,Female,School,Guwahati,Grammarly,1.6,Research,Slight Decline,High
1337,15,Male,University,Ranchi,Grammarly,2.1,Writing,Improved,Medium
1338,19,Female,College,Bhubaneswar,Notion AI,0.6,Coding,Improved,Medium
1339,25,Male,University,Delhi,Notion AI,4.0,Learning,Slight Decline,Low
1340,20,Female,College,Noida,Gemini,5.8,Coding,No Change,Low
1341,24,Female,School,Chandigarh,Gemini,4.1,Writing,No Change,Low
1342,21,Male,School,Ludhiana,Notion AI,1.0,Writing,Slight Decline,High
1343,22,Female,College,Pune,ChatGPT,4.7,Coding,No Change,Low
1344,16,Male,School,Ahmedabad,ChatGPT,4.6,Coding,No Change,Low
1345,23,Male,University,Lucknow,Gemini,1.5,Research,No Change,Low
1346,20,Male,University,Chennai,Perplexity,5.5,Research,No Change,Low
1347,16,Male,School,Delhi,Claude,6.0,Writing,Slight Decline,Low
1348,19,Male,School,Visakhapatnam,Notion AI,2.9,Coding,No Change,Medium
1349,18,Female,College,Noida,Notion AI,2.4,Coding,Improved,Medium
1350,17,Male,University,Jaipur,Perplexity,3.9,Research,Slight Decline,High
1351,19,Male,College,Chandigarh,Perplexity,6.3,Learning,Slight Decline,Low
1352,23,Female,College,Ludhiana,Perplexity,4.8,Writing,No Change,Medium
1353,19,Female,University,Bengaluru,Gemini,5.2,Research,No Change,Low
1354,20,Female,University,Ahmedabad,Grammarly,5.1,Homework,Improved,Medium
1355,16,Female,University,Indore,Gemini,6.2,Writing,Improved,Low
1356,16,Male,University,Surat,Perplexity,5.4,Research,Improved,Low
1357,23,Female,College,Ahmedabad,Gemini,2.1,Coding,Slight Decline,High
1358,17,Female,School,Nagpur,Gemini,1.9,Coding,Slight Decline,High
1359,24,Female,College,Mumbai,Notion AI,2.0,Learning,Improved,High
1360,15,Female,College,Pune,Copilot,1.8,Coding,No Change,High
1361,19,Female,College,Gurugram,Grammarly,1.7,Learning,Improved,High
1362,20,Male,School,Nagpur,Claude,6.1,Homework,Slight Decline,High
1363,16,Female,School,Visakhapatnam,Claude,6.2,Learning,No Change,High
1364,15,Female,School,Jaipur,Claude,1.0,Writing,Improved,High
1365,18,Female,School,Ahmedabad,Notion AI,0.9,Coding,Slight Decline,Low
1366,17,Male,University,Kolkata,Gemini,5.6,Coding,Improved,Low
1367,17,Female,University,Patna,Gemini,3.9,Research,Slight Decline,High
1368,21,Male,School,Ahmedabad,Notion AI,1.8,Learning,Slight Decline,Medium
1369,23,Male,College,Mysuru,Perplexity,3.3,Writing,No Change,Medium
1370,16,Male,School,Nagpur,Gemini,0.9,Research,Improved,Medium
1371,20,Male,College,Lucknow,Perplexity,6.4,Research,Improved,Low
1372,23,Male,University,Delhi,Copilot,1.3,Research,No Change,High
1373,19,Male,University,Bhopal,Grammarly,5.3,Writing,No Change,Low
1374,16,Male,University,Hyderabad,ChatGPT,6.2,Homework,Slight Decline,Medium
1375,18,Male,College,Coimbatore,Perplexity,4.8,Learning,Improved,Low
1376,17,Female,University,Indore,Perplexity,1.0,Learning,Improved,Low
1377,19,Male,College,Vijayawada,Claude,4.0,Research,No Change,Medium
1378,20,Male,University,Mysuru,Gemini,1.3,Homework,Improved,Low
1379,21,Female,College,Vijayawada,Claude,5.7,Research,No Change,Low
1380,16,Male,School,Bhubaneswar,Notion AI,4.5,Learning,No Change,Low
1381,22,Male,School,Ludhiana,Notion AI,6.2,Research,No Change,Low
1382,19,Male,University,Visakhapatnam,Notion AI,1.4,Research,No Change,High
1383,25,Female,School,Nagpur,Perplexity,3.2,Writing,Improved,Low
1384,20,Male,School,Jaipur,Claude,3.8,Homework,No Change,High
1385,23,Male,University,Chandigarh,Notion AI,1.2,Writing,Slight Decline,High
1386,20,Female,College,Delhi,Notion AI,4.6,Research,Improved,Low
1387,17,Male,College,Gurugram,Grammarly,3.9,Writing,Slight Decline,High
1388,19,Female,University,Gurugram,Gemini,2.6,Writing,Improved,High
1389,16,Male,University,Surat,Notion AI,3.0,Homework,No Change,High
1390,16,Female,School,Ludhiana,Copilot,5.3,Research,Slight Decline,High
1391,15,Male,University,Hyderabad,Gemini,2.6,Research,Slight Decline,High
1392,20,Female,School,Mumbai,Perplexity,6.3,Writing,Improved,Medium
1393,17,Female,University,Thiruvananthapuram,Gemini,6.0,Homework,No Change,Medium
1394,15,Male,School,Surat,Perplexity,1.0,Research,Slight Decline,Low
1395,18,Female,University,Mumbai,Grammarly,5.6,Homework,No Change,Low
1396,22,Female,College,Mysuru,ChatGPT,4.5,Learning,Slight Decline,High
1397,20,Male,School,Ludhiana,Gemini,0.8,Research,Improved,High
1398,18,Female,University,Lucknow,Perplexity,6.2,Coding,No Change,High
1399,20,Female,College,Vijayawada,ChatGPT,5.5,Research,Improved,Low
1400,23,Female,School,Pune,Gemini,5.5,Writing,Slight Decline,High
1401,22,Male,University,Patna,ChatGPT,6.0,Writing,Slight Decline,High
1402,15,Female,School,Noida,Grammarly,6.0,Homework,No Change,High
1403,18,Female,College,Surat,Gemini,1.8,Homework,Slight Decline,High
1404,18,Male,School,Kanpur,Grammarly,6.1,Learning,Improved,Medium
1405,21,Female,School,Ahmedabad,Perplexity,0.8,Writing,Improved,Medium
1406,16,Female,University,Delhi,ChatGPT,5.8,Learning,No Change,Medium
1407,17,Male,College,Kochi,Notion AI,3.2,Homework,Improved,Medium
1408,16,Male,School,Visakhapatnam,Perplexity,5.5,Homework,Slight Decline,High
1409,23,Female,University,Ranchi,Perplexity,2.1,Writing,No Change,Medium
1410,22,Male,School,Mysuru,Perplexity,5.0,Writing,Improved,Medium
1411,23,Female,University,Bhopal,Perplexity,5.3,Writing,Improved,Low
1412,25,Female,University,Ranchi,Perplexity,1.0,Learning,No Change,Low
1413,23,Male,University,Bengaluru,Gemini,6.0,Coding,Slight Decline,Medium
1414,25,Female,School,Ranchi,Claude,5.4,Research,No Change,Low
1415,24,Female,School,Surat,Gemini,4.1,Coding,Slight Decline,Low
1416,22,Male,College,Lucknow,Grammarly,4.7,Writing,No Change,Medium
1417,21,Male,University,Lucknow,Copilot,2.6,Coding,Improved,Low
1418,17,Female,College,Indore,Perplexity,3.3,Homework,No Change,Medium
1419,25,Male,College,Mysuru,Claude,1.4,Writing,No Change,Medium
1420,20,Female,University,Kanpur,ChatGPT,3.5,Writing,Improved,Medium
1421,20,Male,University,Bhopal,Notion AI,5.2,Coding,Improved,High
1422,21,Male,College,Kolkata,Grammarly,3.9,Writing,No Change,High
1423,23,Male,School,Chandigarh,Perplexity,1.3,Writing,Slight Decline,Low
1424,16,Female,College,Bhopal,Notion AI,5.5,Homework,No Change,Medium
1425,23,Female,University,Guwahati,Grammarly,4.9,Research,Slight Decline,Medium
1426,22,Male,School,Kochi,Gemini,0.7,Research,Slight Decline,Low
1427,19,Female,College,Bengaluru,Notion AI,5.3,Coding,No Change,Medium
1428,21,Male,College,Visakhapatnam,Copilot,5.7,Writing,No Change,Low
1429,15,Female,School,Jaipur,ChatGPT,3.6,Coding,Slight Decline,Medium
1430,17,Male,University,Kanpur,Notion AI,2.8,Coding,No Change,Medium
1431,19,Male,School,Guwahati,Notion AI,1.0,Coding,No Change,Low
1432,16,Male,College,Bengaluru,Grammarly,5.5,Coding,Improved,High
1433,22,Female,University,Ludhiana,Perplexity,0.5,Learning,Improved,High
1434,18,Male,University,Jaipur,Grammarly,2.6,Learning,Improved,Medium
1435,18,Male,College,Surat,Copilot,2.5,Homework,Slight Decline,High
1436,20,Male,School,Nagpur,Perplexity,6.0,Coding,Improved,High
1437,24,Female,College,Kanpur,Copilot,3.2,Research,No Change,High
1438,19,Male,School,Kolkata,ChatGPT,5.8,Learning,Improved,High
1439,18,Female,College,Ranchi,ChatGPT,1.0,Homework,No Change,High
1440,20,Female,School,Noida,Claude,5.6,Research,Improved,Medium
1441,20,Male,School,Mumbai,Gemini,4.2,Research,No Change,Medium
1442,22,Female,School,Bengaluru,Gemini,3.7,Coding,No Change,Low
1443,22,Female,School,Kanpur,Gemini,2.3,Coding,Slight Decline,Medium
1444,15,Female,College,Coimbatore,Gemini,3.4,Research,No Change,High
1445,25,Female,University,Lucknow,Copilot,2.1,Coding,Improved,Medium
1446,15,Male,College,Mysuru,Copilot,3.2,Learning,No Change,High
1447,17,Male,College,Kanpur,ChatGPT,5.1,Research,No Change,Medium
1448,21,Male,College,Chandigarh,ChatGPT,4.3,Coding,No Change,High
1449,20,Female,School,Mumbai,Copilot,4.6,Learning,Improved,Low
1450,20,Female,School,Thiruvananthapuram,Notion AI,5.9,Homework,Slight Decline,Low
1451,15,Male,School,Guwahati,Notion AI,0.8,Coding,Improved,Medium
1452,22,Male,School,Noida,Claude,1.7,Learning,Improved,High
1453,20,Female,College,Indore,Perplexity,4.8,Learning,Slight Decline,High
1454,19,Female,University,Mumbai,Copilot,2.9,Research,Slight Decline,Medium
1455,21,Male,School,Guwahati,Claude,4.4,Coding,No Change,High
1456,15,Male,University,Hyderabad,Grammarly,5.9,Coding,Slight Decline,High
1457,25,Female,School,Noida,Copilot,4.9,Learning,Improved,Low
1458,20,Female,School,Patna,ChatGPT,6.1,Learning,Improved,Medium
1459,22,Male,College,Jaipur,Grammarly,1.4,Homework,Improved,Medium
1460,15,Female,School,Patna,Grammarly,5.0,Writing,Slight Decline,Low
1461,15,Male,School,Coimbatore,Notion AI,4.7,Writing,No Change,Low
1462,21,Male,School,Bengaluru,Notion AI,0.5,Research,No Change,High
1463,19,Male,School,Indore,Notion AI,0.8,Writing,Slight Decline,Medium
1464,18,Female,College,Coimbatore,Claude,0.7,Research,Slight Decline,Low
